tablet_name,bbox_glyph,mzl_label
VAT08803Vs_o,"[837, 3078, 1024, 3211]",358
VAT08803Vs_o,"[595, 3070, 827, 3225]",491
VAT08803Vs_o,"[453, 3081, 602, 3223]",745
VAT08803Vs_o,"[271, 3073, 498, 3218]",26
VAT08803Vs_o,"[2769, 2897, 2974, 3021]",112
VAT08803Vs_o,"[2534, 2917, 2737, 3066]",808
VAT08803Vs_o,"[2275, 2933, 2538, 3082]",357
VAT08803Vs_o,"[1603, 2953, 1895, 3120]",681
VAT08803Vs_o,"[1407, 2948, 1620, 3101]",698
VAT08803Vs_o,"[1252, 2940, 1499, 3116]",567
VAT08803Vs_o,"[1122, 2935, 1247, 3101]",632
VAT08803Vs_o,"[1040, 2950, 1173, 3097]",839
VAT08803Vs_o,"[890, 2965, 1045, 3093]",591
VAT08803Vs_o,"[633, 2949, 947, 3107]",466
VAT08803Vs_o,"[514, 2947, 631, 3084]",661
VAT08803Vs_o,"[406, 2950, 555, 3081]",591
VAT08803Vs_o,"[303, 2943, 446, 3080]",498
VAT08803Vs_o,"[2789, 2793, 2974, 2913]",1
VAT08803Vs_o,"[2526, 2772, 2768, 2934]",387
VAT08803Vs_o,"[2297, 2803, 2516, 2961]",387
VAT08803Vs_o,"[2089, 2827, 2297, 2965]",223
VAT08803Vs_o,"[1860, 2820, 2096, 2966]",511
VAT08803Vs_o,"[1633, 2843, 1871, 2978]",14
VAT08803Vs_o,"[1318, 2819, 1485, 2975]",552
VAT08803Vs_o,"[1140, 2825, 1317, 2966]",736
VAT08803Vs_o,"[983, 2815, 1177, 2966]",737
VAT08803Vs_o,"[775, 2812, 998, 2960]",248
VAT08803Vs_o,"[598, 2825, 784, 2976]",737
VAT08803Vs_o,"[379, 2819, 599, 2950]",248
VAT08803Vs_o,"[280, 2842, 377, 2947]",10
VAT08803Vs_o,"[2781, 2631, 2982, 2790]",15
VAT08803Vs_o,"[2481, 2661, 2778, 2797]",297
VAT08803Vs_o,"[2380, 2677, 2485, 2818]",851
VAT08803Vs_o,"[2192, 2690, 2377, 2834]",469
VAT08803Vs_o,"[2066, 2691, 2195, 2838]",839
VAT08803Vs_o,"[1950, 2699, 2067, 2839]",839
VAT08803Vs_o,"[1725, 2701, 1945, 2835]",561
VAT08803Vs_o,"[1556, 2711, 1730, 2838]",252
VAT08803Vs_o,"[1293, 2701, 1555, 2838]",736
VAT08803Vs_o,"[1161, 2693, 1320, 2821]",750
VAT08803Vs_o,"[973, 2694, 1171, 2822]",14
VAT08803Vs_o,"[769, 2685, 967, 2833]",543
VAT08803Vs_o,"[619, 2680, 770, 2848]",379
VAT08803Vs_o,"[443, 2673, 629, 2830]",110
VAT08803Vs_o,"[312, 2679, 451, 2826]",252
VAT08803Vs_o,"[2798, 2485, 2975, 2654]",381
VAT08803Vs_o,"[2610, 2531, 2803, 2669]",580
VAT08803Vs_o,"[2424, 2531, 2630, 2674]",350
VAT08803Vs_o,"[2256, 2559, 2430, 2686]",10
VAT08803Vs_o,"[2061, 2560, 2297, 2706]",14
VAT08803Vs_o,"[1818, 2573, 2076, 2714]",248
VAT08803Vs_o,"[1622, 2563, 1814, 2711]",98
VAT08803Vs_o,"[1344, 2557, 1636, 2719]",560
VAT08803Vs_o,"[1094, 2556, 1312, 2698]",484
VAT08803Vs_o,"[848, 2556, 1099, 2707]",89
VAT08803Vs_o,"[662, 2556, 848, 2710]",118
VAT08803Vs_o,"[427, 2539, 664, 2684]",134
VAT08803Vs_o,"[279, 2546, 433, 2691]",737
VAT08803Vs_o,"[2812, 2379, 2987, 2494]",112
VAT08803Vs_o,"[2577, 2391, 2819, 2541]",24
VAT08803Vs_o,"[2348, 2419, 2584, 2553]",184
VAT08803Vs_o,"[2201, 2431, 2354, 2564]",252
VAT08803Vs_o,"[2034, 2422, 2214, 2568]",552
VAT08803Vs_o,"[1778, 2417, 2039, 2588]",690
VAT08803Vs_o,"[1699, 2448, 1829, 2599]",859
VAT08803Vs_o,"[1468, 2439, 1699, 2573]",142
VAT08803Vs_o,"[1317, 2452, 1475, 2606]",548
VAT08803Vs_o,"[1245, 2441, 1349, 2584]",748
VAT08803Vs_o,"[1060, 2434, 1245, 2579]",498
VAT08803Vs_o,"[800, 2436, 1070, 2574]",85
VAT08803Vs_o,"[606, 2403, 815, 2562]",553
VAT08803Vs_o,"[428, 2414, 610, 2552]",10
VAT08803Vs_o,"[303, 2421, 428, 2556]",464
VAT08803Vs_o,"[2767, 2263, 2946, 2389]",711
VAT08803Vs_o,"[2528, 2272, 2772, 2425]",142
VAT08803Vs_o,"[2399, 2292, 2523, 2430]",859
VAT08803Vs_o,"[2143, 2303, 2385, 2432]",10
VAT08803Vs_o,"[1888, 2315, 2156, 2454]",14
VAT08803Vs_o,"[1300, 2314, 1491, 2457]",808
VAT08803Vs_o,"[1021, 2290, 1308, 2450]",92
VAT08803Vs_o,"[811, 2308, 1048, 2447]",737
VAT08803Vs_o,"[540, 2288, 796, 2428]",750
VAT08803Vs_o,"[391, 2278, 545, 2417]",589
VAT08803Vs_o,"[266, 2290, 422, 2429]",724
VAT08803Vs_o,"[2811, 2126, 2994, 2271]",181
VAT08803Vs_o,"[2599, 2119, 2831, 2278]",378
VAT08803Vs_o,"[2100, 2163, 2373, 2321]",111
VAT08803Vs_o,"[1970, 2181, 2087, 2337]",851
VAT08803Vs_o,"[1752, 2170, 1973, 2322]",110
VAT08803Vs_o,"[1578, 2195, 1761, 2348]",252
VAT08803Vs_o,"[1338, 2170, 1581, 2327]",350
VAT08803Vs_o,"[1152, 2172, 1347, 2321]",511
VAT08803Vs_o,"[898, 2182, 1157, 2321]",166
VAT08803Vs_o,"[684, 2171, 906, 2316]",252
VAT08803Vs_o,"[438, 2152, 676, 2309]",110
VAT08803Vs_o,"[2803, 2016, 2964, 2141]",711
VAT08803Vs_o,"[2597, 1999, 2816, 2175]",127
VAT08803Vs_o,"[2339, 2014, 2593, 2189]",535
VAT08803Vs_o,"[2140, 2019, 2337, 2166]",98
VAT08803Vs_o,"[1956, 2050, 2152, 2186]",172
VAT08803Vs_o,"[1782, 2017, 1959, 2197]",381
VAT08803Vs_o,"[1590, 2048, 1798, 2202]",737
VAT08803Vs_o,"[1422, 2061, 1584, 2200]",711
VAT08803Vs_o,"[1254, 2050, 1445, 2198]",142
VAT08803Vs_o,"[1051, 2047, 1293, 2190]",271
VAT08803Vs_o,"[880, 2064, 1061, 2188]",10
VAT08803Vs_o,"[700, 2042, 946, 2188]",14
VAT08803Vs_o,"[402, 2040, 710, 2174]",733
VAT08803Vs_o,"[279, 2032, 420, 2170]",514
VAT08803Vs_o,"[2799, 1889, 3010, 2027]",89
VAT08803Vs_o,"[2554, 1906, 2792, 2045]",753
VAT08803Vs_o,"[2351, 1909, 2552, 2047]",567
VAT08803Vs_o,"[2054, 1917, 2176, 2051]",661
VAT08803Vs_o,"[1712, 1892, 1937, 2053]",110
VAT08803Vs_o,"[1430, 1899, 1724, 2061]",641
VAT08803Vs_o,"[952, 1911, 1234, 2057]",24
VAT08803Vs_o,"[638, 1921, 953, 2053]",726
VAT08803Vs_o,"[432, 1897, 644, 2046]",110
VAT08803Vs_o,"[299, 1914, 428, 2037]",464
VAT08803Vs_o,"[2794, 1754, 3011, 1908]",561
VAT08803Vs_o,"[2441, 1762, 2787, 1920]",580
VAT08803Vs_o,"[2187, 1790, 2438, 1924]",148
VAT08803Vs_o,"[1889, 1771, 2189, 1937]",560
VAT08803Vs_o,"[981, 1782, 1272, 1935]",561
VAT08803Vs_o,"[738, 1779, 973, 1932]",140
VAT08803Vs_o,"[403, 1753, 740, 1934]",356
VAT08803Vs_o,"[279, 1815, 407, 1931]",724
VAT08803Vs_o,"[2784, 1638, 2998, 1783]",836
VAT08803Vs_o,"[2602, 1648, 2797, 1785]",89
VAT08803Vs_o,"[2333, 1659, 2610, 1798]",14
VAT08803Vs_o,"[2127, 1670, 2261, 1794]",566
VAT08803Vs_o,"[1867, 1674, 2128, 1798]",490
VAT08803Vs_o,"[1654, 1653, 1875, 1808]",86
VAT08803Vs_o,"[1560, 1665, 1687, 1815]",859
VAT08803Vs_o,"[1154, 1677, 1538, 1807]",354
VAT08803Vs_o,"[876, 1653, 1160, 1796]",899
VAT08803Vs_o,"[724, 1667, 873, 1803]",113
VAT08803Vs_o,"[500, 1670, 628, 1784]",825
VAT08803Vs_o,"[329, 1670, 512, 1802]",10
VAT08803Vs_o,"[2805, 1508, 2983, 1651]",484
VAT08803Vs_o,"[2480, 1526, 2733, 1668]",89
VAT08803Vs_o,"[2231, 1528, 2444, 1702]",118
VAT08803Vs_o,"[2001, 1532, 2234, 1679]",134
VAT08803Vs_o,"[1623, 1533, 1818, 1673]",358
VAT08803Vs_o,"[1328, 1524, 1633, 1677]",26
VAT08803Vs_o,"[1154, 1512, 1316, 1688]",562
VAT08803Vs_o,"[954, 1521, 1204, 1677]",350
VAT08803Vs_o,"[835, 1531, 959, 1666]",9
VAT08803Vs_o,"[715, 1527, 842, 1686]",856
VAT08803Vs_o,"[617, 1532, 726, 1690]",839
VAT08803Vs_o,"[420, 1491, 629, 1677]",887
VAT08803Vs_o,"[294, 1548, 435, 1680]",10
VAT08803Vs_o,"[2803, 1406, 3016, 1534]",754
VAT08803Vs_o,"[2466, 1418, 2751, 1553]",10
VAT08803Vs_o,"[1664, 1410, 1965, 1548]",139
VAT08803Vs_o,"[1417, 1386, 1628, 1539]",543
VAT08803Vs_o,"[682, 1393, 896, 1535]",807
VAT08803Vs_o,"[489, 1385, 657, 1530]",714
VAT08803Vs_o,"[334, 1417, 481, 1554]",10
VAT08803Vs_o,"[2807, 1269, 3004, 1411]",484
VAT08803Vs_o,"[2476, 1264, 2777, 1424]",313
VAT08803Vs_o,"[2298, 1280, 2487, 1437]",498
VAT08803Vs_o,"[2101, 1270, 2312, 1437]",142
VAT08803Vs_o,"[1923, 1297, 2112, 1423]",10
VAT08803Vs_o,"[1352, 1267, 1719, 1429]",184
VAT08803Vs_o,"[1145, 1271, 1383, 1410]",828
VAT08803Vs_o,"[730, 1271, 877, 1402]",812
VAT08803Vs_o,"[528, 1247, 741, 1405]",80
VAT08803Vs_o,"[412, 1248, 574, 1421]",598
VAT08803Vs_o,"[297, 1289, 432, 1426]",10
VAT08803Vs_o,"[2766, 1157, 3022, 1295]",260
VAT08803Vs_o,"[2511, 1166, 2776, 1301]",598
VAT08803Vs_o,"[2276, 1166, 2515, 1281]",1
VAT08803Vs_o,"[1982, 1165, 2186, 1302]",808
VAT08803Vs_o,"[1820, 1163, 1971, 1325]",859
VAT08803Vs_o,"[1567, 1146, 1820, 1294]",110
VAT08803Vs_o,"[1188, 1117, 1439, 1276]",86
VAT08803Vs_o,"[1016, 1129, 1199, 1294]",745
VAT08803Vs_o,"[817, 1117, 1038, 1264]",112
VAT08803Vs_o,"[603, 1136, 834, 1269]",16
VAT08803Vs_o,"[445, 1136, 608, 1281]",746
VAT08803Vs_o,"[305, 1153, 446, 1296]",724
VAT08803Vs_o,"[2791, 1007, 3007, 1165]",136
VAT08803Vs_o,"[2525, 1020, 2776, 1169]",561
VAT08803Vs_o,"[2288, 1034, 2503, 1170]",501
VAT08803Vs_o,"[2087, 1018, 2286, 1167]",98
VAT08803Vs_o,"[1798, 1041, 2062, 1176]",248
VAT08803Vs_o,"[1584, 1016, 1793, 1165]",98
VAT08803Vs_o,"[1331, 1021, 1593, 1162]",24
VAT08803Vs_o,"[821, 1002, 1002, 1140]",358
VAT08803Vs_o,"[593, 979, 819, 1141]",491
VAT08803Vs_o,"[448, 988, 608, 1156]",745
VAT08803Vs_o,"[302, 979, 507, 1145]",26
VAT08803Vs_o,"[2794, 896, 2958, 1038]",578
VAT08803Vs_o,"[2575, 907, 2837, 1043]",238
VAT08803Vs_o,"[2300, 903, 2517, 1040]",118
VAT08803Vs_o,"[2094, 893, 2314, 1047]",99
VAT08803Vs_o,"[1944, 911, 2096, 1056]",753
VAT08803Vs_o,"[1732, 891, 1955, 1043]",698
VAT08803Vs_o,"[1589, 900, 1799, 1047]",567
VAT08803Vs_o,"[1463, 893, 1585, 1034]",632
VAT08803Vs_o,"[1395, 900, 1508, 1033]",839
VAT08803Vs_o,"[1156, 882, 1395, 1014]",485
VAT08803Vs_o,"[959, 883, 1163, 1017]",474
VAT08803Vs_o,"[750, 871, 953, 1026]",118
VAT08803Vs_o,"[617, 871, 745, 1002]",753
VAT08803Vs_o,"[444, 861, 622, 999]",110
VAT08803Vs_o,"[333, 870, 447, 995]",252
VAT08803Vs_o,"[2798, 770, 2999, 906]",164
VAT08803Vs_o,"[2599, 747, 2805, 908]",381
VAT08803Vs_o,"[2273, 768, 2496, 901]",98
VAT08803Vs_o,"[2070, 783, 2282, 924]",567
VAT08803Vs_o,"[1846, 768, 2042, 915]",552
VAT08803Vs_o,"[1647, 784, 1853, 912]",736
VAT08803Vs_o,"[1461, 767, 1686, 921]",737
VAT08803Vs_o,"[1087, 751, 1327, 896]",350
VAT08803Vs_o,"[871, 759, 1092, 890]",474
VAT08803Vs_o,"[703, 750, 886, 889]",808
VAT08803Vs_o,"[480, 732, 727, 878]",26
VAT08803Vs_o,"[2810, 636, 2999, 776]",380
VAT08803Vs_o,"[2580, 624, 2816, 772]",261
VAT08803Vs_o,"[2381, 628, 2587, 784]",111
VAT08803Vs_o,"[2216, 628, 2396, 798]",252
VAT08803Vs_o,"[2017, 654, 2237, 780]",635
VAT08803Vs_o,"[1898, 635, 2084, 792]",552
VAT08803Vs_o,"[1718, 653, 1907, 790]",490
VAT08803Vs_o,"[1500, 640, 1730, 786]",357
VAT08803Vs_o,"[1334, 631, 1515, 799]",553
VAT08803Vs_o,"[1204, 646, 1346, 772]",596
VAT08803Vs_o,"[1037, 617, 1215, 771]",695
VAT08803Vs_o,"[918, 633, 1077, 771]",10
VAT08803Vs_o,"[679, 613, 965, 750]",731
VAT08803Vs_o,"[612, 613, 695, 743]",839
VAT08803Vs_o,"[2770, 525, 3058, 661]",326
VAT08803Vs_o,"[2497, 537, 2746, 665]",10
VAT08803Vs_o,"[2208, 519, 2504, 668]",561
VAT08803Vs_o,"[2015, 533, 2219, 667]",501
VAT08803Vs_o,"[1822, 512, 2018, 659]",98
VAT08803Vs_o,"[1605, 511, 1898, 666]",560
VAT08803Vs_o,"[1413, 519, 1600, 656]",358
VAT08803Vs_o,"[1241, 506, 1416, 656]",553
VAT08803Vs_o,"[1108, 510, 1236, 636]",631
VAT08803Vs_o,"[979, 494, 1142, 636]",514
VAT08803Vs_o,"[785, 498, 995, 620]",79
VAT08803Vs_o,"[671, 507, 814, 628]",10
VAT08803Vs_o,"[2880, 408, 3037, 535]",808
VAT08803Vs_o,"[2772, 412, 2854, 536]",748
VAT08803Vs_o,"[1986, 433, 2236, 532]",754
VAT08803Vs_o,"[1690, 433, 1995, 549]",553
VAT08803Vs_o,"[1424, 420, 1683, 549]",754
VAT08803Vs_o,"[1229, 418, 1425, 532]",10
VAT08803Vs_o,"[1022, 397, 1244, 526]",566
VAT08803Vs_o,"[705, 393, 931, 513]",142
VAT08803Vs_o,"[550, 373, 706, 491]",753
VAT08803Vs_o,"[2908, 261, 3081, 403]",164
VAT08803Vs_o,"[2785, 269, 2911, 404]",753
VAT08803Vs_o,"[2404, 285, 2740, 444]",313
VAT08803Vs_o,"[2228, 314, 2412, 441]",498
VAT08803Vs_o,"[2054, 301, 2226, 448]",553
VAT08803Vs_o,"[1875, 303, 2057, 448]",553
VAT08803Vs_o,"[1687, 309, 1887, 436]",10
VAT08803Vs_o,"[1374, 302, 1510, 427]",839
VAT08803Vs_o,"[1144, 290, 1379, 427]",507
VAT08803Vs_o,"[944, 280, 1156, 423]",815
VAT08803Vs_o,"[774, 280, 947, 422]",514
VAT08803Vs_o,"[625, 246, 777, 405]",498
VAT08803Vs_o,"[505, 262, 671, 378]",387
VAT08803Rs_r,"[2598, 4741, 2842, 4896]",567
VAT08803Rs_r,"[2183, 4722, 2458, 4855]",98
VAT08803Rs_r,"[1766, 4707, 2162, 4839]",362
VAT08803Rs_r,"[1497, 4732, 1749, 4846]",252
VAT08803Rs_r,"[1069, 4721, 1310, 4846]",357
VAT08803Rs_r,"[908, 4711, 1074, 4851]",753
VAT08803Rs_r,"[725, 4732, 910, 4862]",98
VAT08803Rs_r,"[519, 4748, 716, 4878]",836
VAT08803Rs_r,"[2839, 4347, 2957, 4506]",753
VAT08803Rs_r,"[2691, 4398, 2850, 4552]",238
VAT08803Rs_r,"[2520, 4401, 2690, 4540]",98
VAT08803Rs_r,"[2366, 4425, 2527, 4550]",495
VAT08803Rs_r,"[2228, 4414, 2371, 4551]",754
VAT08803Rs_r,"[2087, 4438, 2236, 4569]",164
VAT08803Rs_r,"[1926, 4435, 2081, 4568]",437
VAT08803Rs_r,"[1795, 4451, 1934, 4571]",292
VAT08803Rs_r,"[1672, 4420, 1800, 4550]",579
VAT08803Rs_r,"[1564, 4434, 1727, 4564]",10
VAT08803Rs_r,"[1470, 4418, 1552, 4544]",661
VAT08803Rs_r,"[1255, 4407, 1501, 4560]",127
VAT08803Rs_r,"[1165, 4432, 1330, 4566]",10
VAT08803Rs_r,"[980, 4414, 1151, 4557]",358
VAT08803Rs_r,"[746, 4433, 983, 4567]",641
VAT08803Rs_r,"[491, 4403, 768, 4594]",691
VAT08803Rs_r,"[2705, 4055, 2861, 4208]",118
VAT08803Rs_r,"[2604, 4059, 2739, 4200]",869
VAT08803Rs_r,"[2417, 4098, 2599, 4242]",678
VAT08803Rs_r,"[2256, 4096, 2457, 4238]",495
VAT08803Rs_r,"[2096, 4101, 2262, 4250]",120
VAT08803Rs_r,"[1936, 4111, 2101, 4244]",120
VAT08803Rs_r,"[1794, 4116, 1936, 4254]",380
VAT08803Rs_r,"[1626, 4120, 1799, 4256]",807
VAT08803Rs_r,"[1443, 4109, 1638, 4260]",98
VAT08803Rs_r,"[1237, 4124, 1455, 4263]",490
VAT08803Rs_r,"[1055, 4137, 1248, 4279]",14
VAT08803Rs_r,"[873, 4136, 1077, 4283]",10
VAT08803Rs_r,"[784, 4135, 920, 4291]",748
VAT08803Rs_r,"[529, 4136, 794, 4304]",255
VAT08803Rs_r,"[2451, 3773, 2776, 3940]",682
VAT08803Rs_r,"[2013, 3795, 2216, 3944]",113
VAT08803Rs_r,"[1632, 3811, 1962, 3992]",238
VAT08803Rs_r,"[1421, 3793, 1627, 3981]",358
VAT08803Rs_r,"[1193, 3791, 1426, 3979]",110
VAT08803Rs_r,"[936, 3829, 1195, 3982]",10
VAT08803Rs_r,"[787, 3833, 922, 3984]",748
VAT08803Rs_r,"[553, 3814, 785, 3995]",567
VAT08803Rs_r,"[2531, 3502, 2789, 3669]",350
VAT08803Rs_r,"[2414, 3513, 2538, 3689]",596
VAT08803Rs_r,"[2207, 3531, 2440, 3701]",10
VAT08803Rs_r,"[1993, 3538, 2250, 3698]",14
VAT08803Rs_r,"[1634, 3552, 1938, 3700]",541
VAT08803Rs_r,"[1241, 3557, 1542, 3706]",686
VAT08803Rs_r,"[1080, 3547, 1254, 3696]",358
VAT08803Rs_r,"[817, 3564, 1088, 3707]",511
VAT08803Rs_r,"[534, 3575, 819, 3755]",732
VAT08803Rs_r,"[2618, 3082, 2851, 3229]",24
VAT08803Rs_r,"[2300, 3103, 2518, 3242]",589
VAT08803Rs_r,"[2066, 3111, 2315, 3241]",112
VAT08803Rs_r,"[1770, 3129, 2047, 3254]",112
VAT08803Rs_r,"[1572, 3140, 1778, 3261]",724
VAT08803Rs_r,"[1418, 3119, 1598, 3264]",552
VAT08803Rs_r,"[1215, 3106, 1427, 3256]",883
VAT08803Rs_r,"[938, 3111, 1086, 3271]",631
VAT08803Rs_r,"[764, 3125, 990, 3270]",589
VAT08803Rs_r,"[458, 3142, 759, 3307]",705
VAT08803Rs_r,"[307, 3154, 505, 3315]",514
VAT08803Rs_r,"[234, 3160, 320, 3318]",748
VAT08803Rs_r,"[2863, 2859, 2963, 3046]",552
VAT08803Rs_r,"[2520, 2935, 2865, 3114]",821
VAT08803Rs_r,"[2425, 3003, 2522, 3115]",708
VAT08803Rs_r,"[2396, 2988, 2503, 3118]",748
VAT08803Rs_r,"[2238, 2992, 2412, 3138]",24
VAT08803Rs_r,"[2135, 2996, 2242, 3120]",708
VAT08803Rs_r,"[1991, 2986, 2191, 3139]",511
VAT08803Rs_r,"[1842, 3001, 2007, 3139]",490
VAT08803Rs_r,"[1677, 2984, 1854, 3120]",132
VAT08803Rs_r,"[1477, 2966, 1690, 3132]",636
VAT08803Rs_r,"[1274, 2971, 1551, 3134]",313
VAT08803Rs_r,"[1132, 2973, 1282, 3129]",589
VAT08803Rs_r,"[828, 2968, 1146, 3138]",705
VAT08803Rs_r,"[672, 3007, 867, 3156]",514
VAT08803Rs_r,"[598, 3023, 679, 3168]",748
VAT08803Rs_r,"[460, 3021, 606, 3160]",552
VAT08803Rs_r,"[357, 3021, 468, 3162]",112
VAT08803Rs_r,"[241, 3025, 386, 3166]",498
VAT08803Rs_r,"[2690, 2823, 2804, 2956]",631
VAT08803Rs_r,"[2576, 2836, 2700, 2971]",631
VAT08803Rs_r,"[2384, 2848, 2610, 2987]",110
VAT08803Rs_r,"[2208, 2869, 2393, 3030]",143
VAT08803Rs_r,"[2079, 2852, 2228, 2996]",380
VAT08803Rs_r,"[1972, 2859, 2070, 2988]",661
VAT08803Rs_r,"[1785, 2853, 2050, 3000]",170
VAT08803Rs_r,"[1623, 2849, 1792, 2987]",1
VAT08803Rs_r,"[1389, 2851, 1623, 2990]",139
VAT08803Rs_r,"[1223, 2829, 1409, 2980]",883
VAT08803Rs_r,"[1169, 2848, 1238, 2960]",661
VAT08803Rs_r,"[1040, 2839, 1193, 3005]",381
VAT08803Rs_r,"[915, 2875, 1045, 3004]",129
VAT08803Rs_r,"[811, 2866, 949, 3003]",10
VAT08803Rs_r,"[588, 2861, 847, 3025]",362
VAT08803Rs_r,"[450, 2886, 600, 3031]",358
VAT08803Rs_r,"[325, 2889, 456, 3032]",379
VAT08803Rs_r,"[226, 2896, 344, 3040]",379
VAT08803Rs_r,"[2682, 2681, 2870, 2820]",498
VAT08803Rs_r,"[2437, 2675, 2635, 2823]",589
VAT08803Rs_r,"[2262, 2692, 2444, 2815]",112
VAT08803Rs_r,"[2042, 2699, 2273, 2834]",120
VAT08803Rs_r,"[1848, 2703, 2044, 2835]",120
VAT08803Rs_r,"[1737, 2704, 1853, 2828]",748
VAT08803Rs_r,"[1570, 2687, 1719, 2819]",869
VAT08803Rs_r,"[1370, 2675, 1610, 2826]",221
VAT08803Rs_r,"[1193, 2686, 1374, 2830]",552
VAT08803Rs_r,"[1024, 2680, 1202, 2818]",883
VAT08803Rs_r,"[803, 2693, 1049, 2837]",14
VAT08803Rs_r,"[582, 2718, 803, 2860]",111
VAT08803Rs_r,"[400, 2734, 608, 2868]",248
VAT08803Rs_r,"[261, 2743, 424, 2861]",10
VAT08803Rs_r,"[2643, 2542, 2898, 2699]",733
VAT08803Rs_r,"[2524, 2579, 2651, 2688]",750
VAT08803Rs_r,"[2428, 2579, 2530, 2706]",839
VAT08803Rs_r,"[2340, 2570, 2419, 2704]",851
VAT08803Rs_r,"[2243, 2573, 2339, 2717]",856
VAT08803Rs_r,"[2019, 2590, 2250, 2707]",733
VAT08803Rs_r,"[1873, 2580, 2060, 2714]",184
VAT08803Rs_r,"[1683, 2565, 1877, 2700]",511
VAT08803Rs_r,"[1503, 2539, 1687, 2699]",411
VAT08803Rs_r,"[1332, 2553, 1510, 2699]",266
VAT08803Rs_r,"[1202, 2568, 1364, 2705]",10
VAT08803Rs_r,"[1027, 2547, 1267, 2714]",351
VAT08803Rs_r,"[912, 2568, 1032, 2708]",464
VAT08803Rs_r,"[784, 2564, 925, 2718]",750
VAT08803Rs_r,"[658, 2559, 798, 2721]",589
VAT08803Rs_r,"[560, 2593, 704, 2737]",552
VAT08803Rs_r,"[404, 2603, 578, 2739]",24
VAT08803Rs_r,"[250, 2608, 433, 2743]",24
VAT08803Rs_r,"[2723, 2402, 2840, 2532]",839
VAT08803Rs_r,"[2594, 2419, 2711, 2550]",856
VAT08803Rs_r,"[2318, 2409, 2563, 2537]",636
VAT08803Rs_r,"[2111, 2416, 2345, 2544]",736
VAT08803Rs_r,"[1938, 2412, 2118, 2546]",589
VAT08803Rs_r,"[1738, 2419, 1968, 2548]",89
VAT08803Rs_r,"[1417, 2386, 1635, 2528]",552
VAT08803Rs_r,"[1209, 2401, 1420, 2527]",494
VAT08803Rs_r,"[998, 2388, 1212, 2523]",598
VAT08803Rs_r,"[779, 2399, 931, 2534]",825
VAT08803Rs_r,"[614, 2411, 804, 2548]",10
VAT08803Rs_r,"[417, 2393, 638, 2554]",357
VAT08803Rs_r,"[291, 2408, 423, 2570]",380
VAT08803Rs_r,"[2727, 2248, 2941, 2413]",313
VAT08803Rs_r,"[2591, 2287, 2709, 2416]",498
VAT08803Rs_r,"[2440, 2283, 2593, 2412]",387
VAT08803Rs_r,"[2311, 2278, 2444, 2418]",589
VAT08803Rs_r,"[2124, 2271, 2333, 2420]",561
VAT08803Rs_r,"[1974, 2283, 2138, 2430]",501
VAT08803Rs_r,"[1830, 2275, 1977, 2420]",98
VAT08803Rs_r,"[1651, 2275, 1834, 2434]",134
VAT08803Rs_r,"[1462, 2275, 1675, 2406]",248
VAT08803Rs_r,"[1254, 2257, 1481, 2406]",313
VAT08803Rs_r,"[1003, 2266, 1269, 2414]",731
VAT08803Rs_r,"[838, 2246, 1047, 2408]",641
VAT08803Rs_r,"[716, 2267, 900, 2414]",812
VAT08803Rs_r,"[547, 2268, 737, 2414]",80
VAT08803Rs_r,"[465, 2262, 562, 2411]",596
VAT08803Rs_r,"[375, 2283, 511, 2417]",10
VAT08803Rs_r,"[219, 2266, 382, 2439]",140
VAT08803Rs_r,"[2680, 2130, 2881, 2276]",737
VAT08803Rs_r,"[2269, 2119, 2570, 2272]",504
VAT08803Rs_r,"[2007, 2121, 2256, 2273]",110
VAT08803Rs_r,"[1316, 2119, 1503, 2265]",112
VAT08803Rs_r,"[1183, 2135, 1333, 2270]",869
VAT08803Rs_r,"[1033, 2139, 1252, 2267]",753
VAT08803Rs_r,"[855, 2125, 1041, 2272]",567
VAT08803Rs_r,"[599, 2133, 803, 2274]",558
VAT08803Rs_r,"[385, 2136, 606, 2289]",140
VAT08803Rs_r,"[285, 2155, 389, 2283]",748
VAT08803Rs_r,"[2671, 2015, 2842, 2146]",223
VAT08803Rs_r,"[2367, 2018, 2476, 2155]",839
VAT08803Rs_r,"[2262, 2018, 2363, 2144]",856
VAT08803Rs_r,"[1209, 2021, 1408, 2150]",808
VAT08803Rs_r,"[1017, 1989, 1196, 2146]",358
VAT08803Rs_r,"[752, 1991, 1011, 2144]",561
VAT08803Rs_r,"[373, 1998, 750, 2150]",725
VAT08803Rs_r,"[232, 2008, 388, 2159]",98
VAT08803Rs_r,"[2703, 1890, 2878, 2031]",808
VAT08803Rs_r,"[2625, 1904, 2685, 2012]",748
VAT08803Rs_r,"[2181, 1886, 2374, 2010]",596
VAT08803Rs_r,"[1943, 1859, 2187, 2028]",695
VAT08803Rs_r,"[1754, 1897, 1940, 2039]",10
VAT08803Rs_r,"[1614, 1878, 1740, 2023]",661
VAT08803Rs_r,"[1484, 1888, 1631, 2015]",839
VAT08803Rs_r,"[1287, 1882, 1499, 2022]",495
VAT08803Rs_r,"[1095, 1882, 1292, 2022]",10
VAT08803Rs_r,"[973, 1871, 1112, 2020]",859
VAT08803Rs_r,"[611, 1869, 823, 2010]",142
VAT08803Rs_r,"[453, 1896, 624, 2019]",753
VAT08803Rs_r,"[278, 1890, 484, 2023]",483
VAT08803Rs_r,"[2701, 1741, 2895, 1882]",164
